zip,city,state,county
73027,Coyle,OK,Logan County
73028,Crescent,OK,Logan County
73029,Cyril,OK,Caddo County
73030,Davis,OK,Murray County
73031,Dibble,OK,McClain County
73032,Dougherty,OK,Murray County
73033,Eakly,OK,Caddo County
73034,Edmond,OK,Oklahoma County
73036,El Reno,OK,Canadian County
73038,Fort Cobb,OK,Caddo County
73039,Davis,OK,Murray County
73040,Geary,OK,Blaine County
73041,Gotebo,OK,Kiowa County
73042,Gracemont,OK,Caddo County
73043,Greenfield,OK,Blaine County
73044,Guthrie,OK,Logan County
73045,Harrah,OK,Oklahoma County
73047,Hinton,OK,Caddo County
73048,Hydro,OK,Caddo County
73049,Jones,OK,Oklahoma County
73050,Langston,OK,Logan County
73051,Lexington,OK,Cleveland County
73052,Lindsay,OK,Garvin County
73053,Lookeba,OK,Caddo County
73054,Luther,OK,Oklahoma County
73055,Marlow,OK,Stephens County
73056,Marshall,OK,Logan County
73057,Maysville,OK,Garvin County
73058,Meridian,OK,Logan County
73059,Minco,OK,Grady County
73061,Morrison,OK,Noble County
73062,Mountain View,OK,Kiowa County
73063,Mulhall,OK,Logan County
73064,Mustang,OK,Canadian County
73065,Newcastle,OK,McClain County
73066,Nicoma Park,OK,Oklahoma County
73067,Ninnekah,OK,Grady County
73068,Noble,OK,Cleveland County
73069,Norman,OK,Cleveland County
73070,Norman,OK,Cleveland County
73071,Norman,OK,Cleveland County
73072,Norman,OK,Cleveland County
73073,Orlando,OK,Logan County
73074,Paoli,OK,Garvin County
73075,Pauls Valley,OK,Garvin County
73077,Perry,OK,Noble County
73078,Piedmont,OK,Canadian County
73079,Pocasset,OK,Grady County
73080,Purcell,OK,McClain County
73082,Rush Springs,OK,Grady County
73083,Edmond,OK,Oklahoma County
73084,Spencer,OK,Oklahoma County
73085,Yukon,OK,Canadian County
73086,Sulphur,OK,Murray County
73089,Tuttle,OK,Grady County
73090,Union City,OK,Canadian County
73092,Verden,OK,Grady County
73093,Washington,OK,McClain County
73094,Washita,OK,Caddo County
73095,Wayne,OK,McClain County
73096,Weatherford,OK,Custer County
73097,Wheatland,OK,Oklahoma County
73098,Wynnewood,OK,Garvin County
73099,Yukon,OK,Canadian County
73101,Oklahoma City,OK,Oklahoma County
73102,Oklahoma City,OK,Oklahoma County
73103,Oklahoma City,OK,Oklahoma County
73104,Oklahoma City,OK,Oklahoma County
73105,Oklahoma City,OK,Oklahoma County
73106,Oklahoma City,OK,Oklahoma County
73107,Oklahoma City,OK,Oklahoma County
73108,Oklahoma City,OK,Oklahoma County
73109,Oklahoma City,OK,Oklahoma County
73110,Oklahoma City,OK,Oklahoma County
73111,Oklahoma City,OK,Oklahoma County
73112,Oklahoma City,OK,Oklahoma County
73113,Oklahoma City,OK,Oklahoma County
73114,Oklahoma City,OK,Oklahoma County
73115,Oklahoma City,OK,Oklahoma County
73116,Oklahoma City,OK,Oklahoma County
73117,Oklahoma City,OK,Oklahoma County
73118,Oklahoma City,OK,Oklahoma County
73119,Oklahoma City,OK,Oklahoma County
73120,Oklahoma City,OK,Oklahoma County
73121,Oklahoma City,OK,Oklahoma County
73122,Oklahoma City,OK,Oklahoma County
73123,Oklahoma City,OK,Oklahoma County
73124,Oklahoma City,OK,Oklahoma County
73125,Oklahoma City,OK,Oklahoma County
73126,Oklahoma City,OK,Oklahoma County
73127,Oklahoma City,OK,Oklahoma County
73128,Oklahoma City,OK,Canadian County
73129,Oklahoma City,OK,Oklahoma County
73130,Oklahoma City,OK,Oklahoma County
73131,Oklahoma City,OK,Oklahoma County
73132,Oklahoma City,OK,Oklahoma County
73134,Oklahoma City,OK,Oklahoma County
73135,Oklahoma City,OK,Oklahoma County
73136,Oklahoma City,OK,Oklahoma County
73137,Oklahoma City,OK,Oklahoma County
73139,Oklahoma City,OK,Oklahoma County
73140,Oklahoma City,OK,Oklahoma County
73141,Oklahoma City,OK,Oklahoma County
73142,Oklahoma City,OK,Oklahoma County
73143,Oklahoma City,OK,Oklahoma County
73144,Oklahoma City,OK,Oklahoma County
73145,Oklahoma City,OK,Oklahoma County
73146,Oklahoma City,OK,Oklahoma County
73147,Oklahoma City,OK,Oklahoma County
73148,Oklahoma City,OK,Oklahoma County
73149,Oklahoma City,OK,Oklahoma County
73150,Oklahoma City,OK,Oklahoma County
73151,Oklahoma City,OK,Oklahoma County
73152,Oklahoma City,OK,Oklahoma County
73153,Oklahoma City,OK,Oklahoma County
73154,Oklahoma City,OK,Oklahoma County
73155,Oklahoma City,OK,Oklahoma County
73156,Oklahoma City,OK,Oklahoma County
73157,Oklahoma City,OK,Oklahoma County
73159,Oklahoma City,OK,Oklahoma County
73160,Oklahoma City,OK,Cleveland County
73162,Oklahoma City,OK,Oklahoma County
73163,Oklahoma City,OK,Oklahoma County
73164,Oklahoma City,OK,Oklahoma County
73165,Oklahoma City,OK,Cleveland County
73167,Oklahoma City,OK,Oklahoma County
73169,Oklahoma City,OK,Oklahoma County
73170,Oklahoma City,OK,Cleveland County
73172,Oklahoma City,OK,Oklahoma County
73173,Oklahoma City,OK,Cleveland County
73175,Oklahoma City,OK,Oklahoma County
73178,Oklahoma City,OK,Oklahoma County
73179,Oklahoma City,OK,Oklahoma County
73184,Oklahoma City,OK,Oklahoma County
73185,Oklahoma City,OK,Oklahoma County
73189,Oklahoma City,OK,Oklahoma County
73190,Oklahoma City,OK,Oklahoma County
73193,Oklahoma City,OK,Oklahoma County
73194,Oklahoma City,OK,Oklahoma County
73195,Oklahoma City,OK,Oklahoma County
73196,Oklahoma City,OK,Oklahoma County
73197,Oklahoma City,OK,Oklahoma County
73198,Oklahoma City,OK,Oklahoma County
73199,Oklahoma City,OK,Oklahoma County
73301,Austin,TX,Travis County
73344,Austin,TX,Travis County
73401,Ardmore,OK,Carter County
73402,Ardmore,OK,Carter County
73403,Ardmore,OK,Carter County
73425,Countyline,OK,Stephens County
73430,Burneyville,OK,Love County
73432,Coleman,OK,Johnston County
73433,Elmore City,OK,Garvin County
73434,Foster,OK,Stephens County
73435,Fox,OK,Carter County
73436,Gene Autry,OK,Carter County
73437,Graham,OK,Carter County
73438,Healdton,OK,Carter County
73439,Kingston,OK,Marshall County
73440,Lebanon,OK,Marshall County
73441,Leon,OK,Love County
73442,Loco,OK,Stephens County
73443,Lone Grove,OK,Carter County
73444,Hennepin,OK,Carter County
73446,Madill,OK,Marshall County
73447,Mannsville,OK,Johnston County
73448,Marietta,OK,Love County
73449,Mead,OK,Bryan County
73450,Milburn,OK,Johnston County
73451,Ardmore,OK,
73453,Overbrook,OK,Love County
73454,Ardmore,OK,
73455,Ravia,OK,Johnston County
73456,Ringling,OK,Jefferson County
73458,Springer,OK,Carter County
73459,Thackerville,OK,Love County
73460,Tishomingo,OK,Johnston County
73461,Wapanucka,OK,Johnston County
73463,Wilson,OK,Carter County
73481,Ratliff City,OK,Carter County
73487,Tatums,OK,Carter County
73488,Tussy,OK,Carter County
73491,Velma,OK,Stephens County
73501,Lawton,OK,Comanche County
73502,Lawton,OK,Comanche County
73503,Fort Sill,OK,Comanche County
73505,Lawton,OK,Comanche County
73506,Lawton,OK,Comanche County
73507,Lawton,OK,Comanche County
73520,Addington,OK,Jefferson County
73521,Altus,OK,Jackson County
73522,Altus,OK,Jackson County
73523,Altus AFB,OK,Jackson County
73526,Blair,OK,Jackson County
73527,Cache,OK,Comanche County
73528,Chattanooga,OK,Comanche County
73529,Comanche,OK,Stephens County
73530,Davidson,OK,Tillman County
73531,Devol,OK,Cotton County
73532,Duke,OK,Jackson County
73533,Duncan,OK,Stephens County
73534,Duncan,OK,Stephens County
73536,Duncan,OK,Stephens County
73537,Eldorado,OK,Jackson County
73538,Elgin,OK,Comanche County
73539,Elmer,OK,Jackson County
73540,Faxon,OK,Comanche County
73541,Fletcher,OK,Comanche County
73542,Frederick,OK,Tillman County
73543,Geronimo,OK,Comanche County
73544,Gould,OK,Harmon County
73546,Grandfield,OK,Tillman County
73547,Granite,OK,Greer County
73548,Hastings,OK,Stephens County
73549,Headrick,OK,Jackson County
73550,Hollis,OK,Harmon County
73551,Hollister,OK,Tillman County
73552,Indiahoma,OK,Comanche County
73553,Loveland,OK,Tillman County
73554,Mangum,OK,Greer County
73555,Manitou,OK,Tillman County
73556,Martha,OK,Jackson County
73557,Medicine Park,OK,Comanche County
73558,Meers,OK,Comanche County
73559,Mountain Park,OK,Kiowa County
73560,Olustee,OK,Jackson County
73561,Oscar,OK,Jefferson County
73562,Randlett,OK,Cotton County
73564,Roosevelt,OK,Kiowa County
73565,Ryan,OK,Jefferson County
73566,Snyder,OK,Kiowa County
73567,Sterling,OK,Comanche County
73568,Temple,OK,Cotton County
73569,Terral,OK,Jefferson County
73570,Tipton,OK,Tillman County
73571,Vinson,OK,Harmon County
73572,Walters,OK,Cotton County
73573,Waurika,OK,Jefferson County
73601,Clinton,OK,Custer County
73620,Arapaho,OK,Custer County
73622,Bessie,OK,Washita County
73624,Burns Flat,OK,Washita County
73625,Butler,OK,Custer County
73626,Canute,OK,Washita County
73627,Carter,OK,Beckham County
73628,Cheyenne,OK,Roger Mills County
73632,Cordell,OK,Washita County
73638,Crawford,OK,Roger Mills County
73639,Custer City,OK,Custer County
73641,Dill City,OK,Washita County
73642,Durham,OK,Roger Mills County
73644,Elk City,OK,Beckham County
73645,Erick,OK,Beckham County
73646,Fay,OK,Blaine County
73647,Foss,OK,Washita County
73648,Elk City,OK,Beckham County
73650,Hammon,OK,Roger Mills County
73651,Hobart,OK,Kiowa County
73654,Leedey,OK,Dewey County
73655,Lone Wolf,OK,Kiowa County
73658,Oakwood,OK,Dewey County
73659,Putnam,OK,Dewey County
73660,Reydon,OK,Roger Mills County
73661,Rocky,OK,Washita County
73662,Sayre,OK,Beckham County
73663,Seiling,OK,Dewey County
73664,Sentinel,OK,Washita County
73666,Sweetwater,OK,Roger Mills County
73667,Taloga,OK,Dewey County
73668,Texola,OK,Beckham County
73669,Thomas,OK,Custer County
73673,Willow,OK,Greer County
73701,Enid,OK,Garfield County
73702,Enid,OK,Garfield County
73703,Enid,OK,Garfield County
73705,Enid,OK,Garfield County
73706,Enid,OK,Garfield County
73716,Aline,OK,Alfalfa County
73717,Alva,OK,Woods County
73718,Ames,OK,Major County
73719,Amorita,OK,Alfalfa County
73720,Bison,OK,Garfield County
73722,Burlington,OK,Alfalfa County
73724,Canton,OK,Blaine County
73726,Carmen,OK,Alfalfa County
73727,Carrier,OK,Garfield County
73728,Cherokee,OK,Alfalfa County
73729,Cleo Springs,OK,Major County
73730,Covington,OK,Garfield County
73731,Dacoma,OK,Woods County
73733,Douglas,OK,Garfield County
73734,Dover,OK,Kingfisher County
73735,Drummond,OK,Garfield County
73736,Fairmont,OK,Garfield County
73737,Fairview,OK,Major County
73738,Garber,OK,Garfield County
73739,Goltry,OK,Alfalfa County
73741,Helena,OK,Alfalfa County
73742,Hennessey,OK,Kingfisher County
73743,Hillsdale,OK,Garfield County
73744,Hitchcock,OK,Blaine County
73746,Hopeton,OK,Woods County
73747,Isabella,OK,Major County
73749,Jet,OK,Alfalfa County
73750,Kingfisher,OK,Kingfisher County
73753,Kremlin,OK,Garfield County
73754,Lahoma,OK,Garfield County
73755,Longdale,OK,Blaine County
73756,Loyal,OK,Kingfisher County
73757,Lucien,OK,Noble County
73758,Manchester,OK,Grant County
73759,Medford,OK,Grant County
73760,Meno,OK,Major County
73761,Nash,OK,Grant County
73762,Okarche,OK,Kingfisher County
73763,Okeene,OK,Blaine County
73764,Omega,OK,Kingfisher County
73766,Pond Creek,OK,Grant County
73768,Ringwood,OK,Major County
73770,Southard,OK,Blaine County
73771,Wakita,OK,Grant County
73772,Watonga,OK,Blaine County
73773,Waukomis,OK,Garfield County
73801,Woodward,OK,Woodward County
73802,Woodward,OK,Woodward County
73832,Arnett,OK,Ellis County
73834,Buffalo,OK,Harper County
73835,Camargo,OK,Dewey County
73838,Chester,OK,Major County
73840,Fargo,OK,Ellis County
73841,Fort Supply,OK,Woodward County
73842,Freedom,OK,Woods County
73843,Gage,OK,Ellis County
73844,Gate,OK,Beaver County
73848,Laverne,OK,Harper County
73851,May,OK,Harper County
73852,Mooreland,OK,Woodward County
73853,Mutual,OK,Woodward County
73855,Rosston,OK,Harper County
73857,Sharon,OK,Woodward County
73858,Shattuck,OK,Ellis County
73859,Vici,OK,Dewey County
73860,Waynoka,OK,Woods County
73901,Adams,OK,Texas County
73931,Balko,OK,Beaver County
73932,Beaver,OK,Beaver County
73933,Boise City,OK,Cimarron County
73937,Felt,OK,Cimarron County
73938,Forgan,OK,Beaver County
73939,Goodwell,OK,Texas County
73942,Guymon,OK,Texas County
73944,Hardesty,OK,Texas County
73945,Hooker,OK,Texas County
73946,Kenton,OK,Cimarron County
73947,Keyes,OK,Cimarron County
73949,Texhoma,OK,Texas County
73950,Turpin,OK,Beaver County
73951,Tyrone,OK,Texas County
73960,Texhoma,TX,Sherman County
74001,Avant,OK,Osage County
74002,Barnsdall,OK,Osage County
74003,Bartlesville,OK,Washington County
74004,Bartlesville,OK,Washington County
74005,Bartlesville,OK,Washington County
74006,Bartlesville,OK,Washington County
74008,Bixby,OK,Tulsa County
74010,Bristow,OK,Creek County
74011,Broken Arrow,OK,Tulsa County
74012,Broken Arrow,OK,Tulsa County
74013,Broken Arrow,OK,Wagoner County
74014,Broken Arrow,OK,Wagoner County
74015,Catoosa,OK,Rogers County
74016,Chelsea,OK,Rogers County
74017,Claremore,OK,Rogers County
74018,Claremore,OK,Rogers County
74019,Claremore,OK,Rogers County
74020,Cleveland,OK,Pawnee County
74021,Collinsville,OK,Tulsa County
74022,Copan,OK,Washington County
74023,Cushing,OK,Payne County
74026,Davenport,OK,Lincoln County
74027,Delaware,OK,Nowata County
74028,Depew,OK,Creek County
74029,Dewey,OK,Washington County
74030,Drumright,OK,Creek County
74031,Foyil,OK,Rogers County
74032,Glencoe,OK,Payne County
74033,Glenpool,OK,Tulsa County
74034,Hallett,OK,Pawnee County
74035,Hominy,OK,Osage County
74036,Inola,OK,Rogers County
74037,Jenks,OK,Tulsa County
74038,Jennings,OK,Pawnee County
74039,Kellyville,OK,Creek County
74041,Kiefer,OK,Creek County
74042,Lenapah,OK,Nowata County
74043,Leonard,OK,Tulsa County
74044,Mannford,OK,Creek County
74045,Maramec,OK,Pawnee County
74046,Milfay,OK,Creek County
74047,Mounds,OK,Okmulgee County
74048,Nowata,OK,Nowata County
74050,Oakhurst,OK,Creek County
74051,Ochelata,OK,Washington County
74052,Oilton,OK,Creek County
74053,Oologah,OK,Rogers County
74054,Osage,OK,Osage County
74055,Owasso,OK,Tulsa County
74056,Pawhuska,OK,Osage County
74058,Pawnee,OK,Pawnee County
74059,Perkins,OK,Payne County
74060,Prue,OK,Osage County
74061,Ramona,OK,Washington County
74062,Ripley,OK,Payne County
74063,Sand Springs,OK,Tulsa County
74066,Sapulpa,OK,Creek County
74067,Sapulpa,OK,Creek County
74068,Shamrock,OK,Creek County
74070,Skiatook,OK,Osage County
74071,Slick,OK,Creek County
74072,S Coffeyville,OK,Nowata County
74073,Sperry,OK,Tulsa County
74074,Stillwater,OK,Payne County
74075,Stillwater,OK,Payne County
74076,Stillwater,OK,Payne County
74077,Stillwater,OK,Payne County
74078,Stillwater,OK,Payne County
74079,Stroud,OK,Lincoln County
74080,Talala,OK,Rogers County
74081,Terlton,OK,Pawnee County
74082,Vera,OK,Washington County
74083,Wann,OK,Nowata County
74084,Wynona,OK,Osage County
74085,Yale,OK,Payne County
74101,Tulsa,OK,Tulsa County
74102,Tulsa,OK,Tulsa County
74103,Tulsa,OK,Tulsa County
74104,Tulsa,OK,Tulsa County
74105,Tulsa,OK,Tulsa County
74106,Tulsa,OK,Tulsa County
74107,Tulsa,OK,Tulsa County
74108,Tulsa,OK,Tulsa County
74110,Tulsa,OK,Tulsa County
74112,Tulsa,OK,Tulsa County
74114,Tulsa,OK,Tulsa County
74115,Tulsa,OK,Tulsa County
74116,Tulsa,OK,Tulsa County
74117,Tulsa,OK,Tulsa County
74119,Tulsa,OK,Tulsa County
74120,Tulsa,OK,Tulsa County
74121,Tulsa,OK,Tulsa County
74126,Tulsa,OK,Tulsa County
74127,Tulsa,OK,Tulsa County
74128,Tulsa,OK,Tulsa County
74129,Tulsa,OK,Tulsa County
74130,Tulsa,OK,Tulsa County
74131,Tulsa,OK,Creek County
74132,Tulsa,OK,Tulsa County
74133,Tulsa,OK,Tulsa County
74134,Tulsa,OK,Tulsa County
74135,Tulsa,OK,Tulsa County
74136,Tulsa,OK,Tulsa County
74137,Tulsa,OK,Tulsa County
74141,Tulsa,OK,Tulsa County
74145,Tulsa,OK,Tulsa County
74146,Tulsa,OK,Tulsa County
74147,Tulsa,OK,Tulsa County
74148,Tulsa,OK,Tulsa County
74149,Tulsa,OK,Tulsa County
74150,Tulsa,OK,Tulsa County
74152,Tulsa,OK,Tulsa County
74153,Tulsa,OK,Tulsa County
74155,Tulsa,OK,Tulsa County
74156,Tulsa,OK,Tulsa County
74157,Tulsa,OK,Tulsa County
74158,Tulsa,OK,Tulsa County
74159,Tulsa,OK,Tulsa County
74169,Tulsa,OK,Tulsa County
74170,Tulsa,OK,Tulsa County
74171,Tulsa,OK,Tulsa County
74172,Tulsa,OK,Tulsa County
74182,Tulsa,OK,Tulsa County
74183,Tulsa,OK,Tulsa County
74184,Tulsa,OK,Tulsa County
74186,Tulsa,OK,Tulsa County
74187,Tulsa,OK,Tulsa County
74189,Tulsa,OK,Tulsa County
74192,Tulsa,OK,Tulsa County
74193,Tulsa,OK,Tulsa County
74194,Tulsa,OK,Tulsa County
74301,Vinita,OK,Craig County
74330,Adair,OK,Mayes County
74331,Afton,OK,Delaware County
74332,Big Cabin,OK,Mayes County
74333,Bluejacket,OK,Craig County
74335,Cardin,OK,Ottawa County
74337,Chouteau,OK,Mayes County
74338,Colcord,OK,Delaware County
74339,Commerce,OK,Ottawa County
74340,Disney,OK,Mayes County
74342,Eucha,OK,Delaware County
74343,Fairland,OK,Ottawa County
74344,Grove,OK,Delaware County
74345,Grove,OK,Delaware County
74346,Jay,OK,Delaware County
74347,Kansas,OK,Delaware County
74349,Ketchum,OK,Craig County
74350,Langley,OK,Mayes County
74352,Locust Grove,OK,Mayes County
74354,Miami,OK,Ottawa County
74355,Miami,OK,Ottawa County
74358,North Miami,OK,Ottawa County
74359,Oaks,OK,Delaware County
74360,Picher,OK,Ottawa County
74361,Pryor,OK,Mayes County
74362,Pryor,OK,Mayes County
74363,Quapaw,OK,Ottawa County
74364,Rose,OK,Delaware County
74365,Salina,OK,Mayes County
74366,Spavinaw,OK,Mayes County
74367,Strang,OK,Mayes County
74368,Twin Oaks,OK,Delaware County
74369,Welch,OK,Craig County
74370,Wyandotte,OK,Ottawa County
74401,Muskogee,OK,Muskogee County
74402,Muskogee,OK,Muskogee County
74403,Muskogee,OK,Muskogee County
74421,Beggs,OK,Okmulgee County
74422,Boynton,OK,Muskogee County
74423,Braggs,OK,Muskogee County
74425,Canadian,OK,Pittsburg County
74426,Checotah,OK,McIntosh County
74427,Cookson,OK,Cherokee County
74428,Council Hill,OK,McIntosh County
74429,Coweta,OK,Wagoner County
74430,Crowder,OK,Pittsburg County
74431,Dewar,OK,Okmulgee County
74432,Eufaula,OK,McIntosh County
74434,Fort Gibson,OK,Muskogee County
74435,Gore,OK,Sequoyah County
74436,Haskell,OK,Muskogee County
74437,Henryetta,OK,Okmulgee County
74438,Hitchita,OK,McIntosh County
74439,Braggs,OK,Muskogee County
74440,Hoyt,OK,Haskell County
74441,Hulbert,OK,Cherokee County
74442,Indianola,OK,Pittsburg County
74444,Moodys,OK,Cherokee County
74445,Morris,OK,Okmulgee County
74446,Okay,OK,Wagoner County
74447,Okmulgee,OK,Okmulgee County
74450,Oktaha,OK,Muskogee County
74451,Park Hill,OK,Cherokee County
74452,Peggs,OK,Mayes County
74454,Porter,OK,Wagoner County
74455,Porum,OK,Muskogee County
74456,Preston,OK,Okmulgee County
74457,Proctor,OK,Cherokee County
74458,Redbird,OK,Wagoner County
74459,Rentiesville,OK,McIntosh County
74460,Schulter,OK,Okmulgee County
74461,Stidham,OK,McIntosh County
74462,Stigler,OK,Haskell County
74463,Taft,OK,Muskogee County
74464,Tahlequah,OK,Cherokee County
74465,Tahlequah,OK,Cherokee County
74467,Wagoner,OK,Wagoner County
74468,Wainwright,OK,Muskogee County
74469,Warner,OK,Muskogee County
74470,Webbers Falls,OK,Muskogee County
74471,Welling,OK,Cherokee County
74472,Whitefield,OK,Haskell County
74477,Wagoner,OK,Wagoner County
74501,Mcalester,OK,Pittsburg County
74502,Mcalester,OK,Pittsburg County
74521,Albion,OK,Pushmataha County
74522,Alderson,OK,Pittsburg County
74523,Antlers,OK,Pushmataha County
74525,Atoka,OK,Atoka County
74528,Blanco,OK,Pittsburg County
74529,Blocker,OK,Pittsburg County
74530,Bromide,OK,Johnston County
74531,Calvin,OK,Hughes County
74533,Caney,OK,Atoka County
74534,Centrahoma,OK,Coal County
74535,Clarita,OK,Coal County
74536,Clayton,OK,Pushmataha County
74538,Coalgate,OK,Coal County
74540,Daisy,OK,Atoka County
74542,Atoka,OK,Atoka County
74543,Finley,OK,Pushmataha County
74545,Gowen,OK,Latimer County
74546,Haileyville,OK,Pittsburg County
74547,Hartshorne,OK,Pittsburg County
74549,Honobia,OK,Le Flore County
74552,Kinta,OK,Haskell County
74553,Kiowa,OK,Pittsburg County
74554,Krebs,OK,Pittsburg County
74555,Lane,OK,Atoka County
74556,Lehigh,OK,Coal County
74557,Moyers,OK,Pushmataha County
74558,Nashoba,OK,Pushmataha County
74559,Panola,OK,Latimer County
74560,Pittsburg,OK,Pittsburg County
74561,Quinton,OK,Pittsburg County
74562,Rattan,OK,Pushmataha County
74563,Red Oak,OK,Latimer County
74565,Savanna,OK,Pittsburg County
74567,Snow,OK,Pushmataha County
74569,Stringtown,OK,Atoka County
74570,Stuart,OK,Hughes County
74571,Talihina,OK,Le Flore County
74572,Tupelo,OK,Coal County
74574,Tuskahoma,OK,Pushmataha County
74576,Wardville,OK,Atoka County
74577,Whitesboro,OK,Le Flore County
74578,Wilburton,OK,Latimer County
74601,Ponca City,OK,Kay County
74602,Ponca City,OK,Kay County
74604,Ponca City,OK,Kay County
74630,Billings,OK,Noble County
74631,Blackwell,OK,Kay County
74632,Braman,OK,Kay County
74633,Burbank,OK,Osage County
74636,Deer Creek,OK,Grant County
74637,Fairfax,OK,Osage County
74640,Hunter,OK,Garfield County
74641,Kaw City,OK,Kay County
74643,Lamont,OK,Grant County
74644,Marland,OK,Noble County
74646,Nardin,OK,Kay County
74647,Newkirk,OK,Kay County
74650,Ralston,OK,Pawnee County
74651,Red Rock,OK,Noble County
74652,Shidler,OK,Osage County
74653,Tonkawa,OK,Kay County
74701,Durant,OK,Bryan County
74702,Durant,OK,Bryan County
74720,Achille,OK,Bryan County
74721,Albany,OK,Bryan County
74722,Battiest,OK,McCurtain County
74723,Bennington,OK,Bryan County
74724,Bethel,OK,McCurtain County
74726,Bokchito,OK,Bryan County
74727,Boswell,OK,Choctaw County
74728,Broken Bow,OK,McCurtain County
74729,Caddo,OK,Bryan County
74730,Calera,OK,Bryan County
74731,Cartwright,OK,Bryan County
74733,Colbert,OK,Bryan County
74734,Eagletown,OK,McCurtain County
74735,Fort Towson,OK,Choctaw County
74736,Garvin,OK,McCurtain County
74737,Golden,OK,McCurtain County
74738,Grant,OK,Choctaw County
74740,Haworth,OK,McCurtain County
74741,Hendrix,OK,Bryan County
74743,Hugo,OK,Choctaw County
74745,Idabel,OK,McCurtain County
74747,Kemp,OK,Bryan County
74748,Kenefic,OK,Johnston County
74750,Millerton,OK,McCurtain County
74752,Pickens,OK,McCurtain County
74753,Platter,OK,Bryan County
74754,Ringold,OK,McCurtain County
74755,Rufe,OK,McCurtain County
74756,Sawyer,OK,Choctaw County
74759,Soper,OK,Choctaw County
74760,Spencerville,OK,Choctaw County
74761,Swink,OK,Choctaw County
74764,Valliant,OK,McCurtain County
74766,Wright City,OK,McCurtain County
74801,Shawnee,OK,Pottawatomie County
74802,Shawnee,OK,Pottawatomie County
74804,Shawnee,OK,Pottawatomie County
74818,Seminole,OK,Seminole County
74820,Ada,OK,Pontotoc County
74821,Ada,OK,Pontotoc County
74824,Agra,OK,Lincoln County
74825,Allen,OK,Pontotoc County
74826,Asher,OK,Pottawatomie County
74827,Atwood,OK,Hughes County
74829,Boley,OK,Okfuskee County
74830,Bowlegs,OK,Seminole County
74831,Byars,OK,McClain County
74832,Carney,OK,Lincoln County
74833,Castle,OK,Okfuskee County
74834,Chandler,OK,Lincoln County
74836,Connerville,OK,Johnston County
74837,Cromwell,OK,Seminole County
74839,Dustin,OK,Hughes County
74840,Earlsboro,OK,Pottawatomie County
74842,Fittstown,OK,Pontotoc County
74843,Fitzhugh,OK,Pontotoc County
74844,Francis,OK,Pontotoc County
74845,Hanna,OK,McIntosh County
74848,Holdenville,OK,Hughes County
74849,Konawa,OK,Seminole County
74850,Lamar,OK,Hughes County
74851,Mcloud,OK,Pottawatomie County
74852,Macomb,OK,Pottawatomie County
74854,Maud,OK,Pottawatomie County
74855,Meeker,OK,Lincoln County
74856,Mill Creek,OK,Johnston County
74857,Newalla,OK,Cleveland County
74859,Okemah,OK,Okfuskee County
74860,Paden,OK,Okfuskee County
74864,Prague,OK,Lincoln County
74865,Roff,OK,Pontotoc County
74866,Saint Louis,OK,Pottawatomie County
74867,Sasakwa,OK,Seminole County
74868,Seminole,OK,Seminole County
74869,Sparks,OK,Lincoln County
74871,Stonewall,OK,Pontotoc County
74872,Stratford,OK,Garvin County
74873,Tecumseh,OK,Pottawatomie County
74875,Tryon,OK,Lincoln County
74878,Wanette,OK,Pottawatomie County
74880,Weleetka,OK,Okfuskee County
74881,Wellston,OK,Lincoln County
74883,Wetumka,OK,Hughes County
74884,Wewoka,OK,Seminole County
74901,Arkoma,OK,Le Flore County
74902,Pocola,OK,Le Flore County
74930,Bokoshe,OK,Le Flore County
74931,Bunch,OK,Adair County
74932,Cameron,OK,Le Flore County
74935,Fanshawe,OK,Le Flore County
74936,Gans,OK,Sequoyah County
74937,Heavener,OK,Le Flore County
74939,Hodgen,OK,Le Flore County
74940,Howe,OK,Le Flore County
74941,Keota,OK,Haskell County
74942,Leflore,OK,Le Flore County
74943,Lequire,OK,Haskell County
74944,Mccurtain,OK,Haskell County
74945,Marble City,OK,Sequoyah County
74946,Moffett,OK,Sequoyah County
74947,Monroe,OK,Le Flore County
74948,Muldrow,OK,Sequoyah County
74949,Muse,OK,Le Flore County
74951,Panama,OK,Le Flore County
74953,Poteau,OK,Le Flore County
74954,Roland,OK,Sequoyah County
74955,Sallisaw,OK,Sequoyah County
74956,Shady Point,OK,Le Flore County
74957,Smithville,OK,McCurtain County
74959,Spiro,OK,Le Flore County
74960,Stilwell,OK,Adair County
74962,Vian,OK,Sequoyah County
74963,Watson,OK,McCurtain County
74964,Watts,OK,Adair County
74965,Westville,OK,Adair County
74966,Wister,OK,Le Flore County
75001,Addison,TX,Dallas County
75002,Allen,TX,Collin County
75006,Carrollton,TX,Dallas County
75007,Carrollton,TX,Denton County
75009,Celina,TX,Collin County
75010,Carrollton,TX,Denton County
75011,Carrollton,TX,Dallas County
75013,Allen,TX,Collin County
75014,Irving,TX,Dallas County
75015,Irving,TX,Dallas County
75016,Irving,TX,Dallas County
75017,Irving,TX,Dallas County
75019,Coppell,TX,Dallas County
75020,Denison,TX,Grayson County
75021,Denison,TX,Grayson County
75022,Flower Mound,TX,Denton County
75023,Plano,TX,Collin County
75024,Plano,TX,Collin County
75025,Plano,TX,Collin County
75026,Plano,TX,Collin County
75027,Flower Mound,TX,Denton County
75028,Flower Mound,TX,Denton County
75029,Lewisville,TX,Denton County
